id,edad,pais,tipo_visa,renovaciones_previas,fecha_inicio,fecha_final,dias_restantes,dias_desde_inicio,porcentaje_transcurrido,en_ultimos_3_meses,riesgo
1209,57,Colombia,Estudiante,0,2026-02-03,2026-05-04,148,-58,-64.44,0,bajo_riesgo
367,21,Perú,Residencia Temporal,0,2025-09-15,2025-12-14,7,83,92.22,1,alto_riesgo
1357,47,Colombia,Turista,0,2024-08-10,2026-08-10,246,484,66.3,0,bajo_riesgo
1197,64,República Dominicana,Estudiante,4,2021-06-24,2026-06-23,198,1627,89.15,0,bajo_riesgo
1304,27,Brasil,Turista,2,2021-04-03,2026-04-02,116,1709,93.64,0,bajo_riesgo
1232,49,Chile,Turista,0,2024-10-03,2026-10-03,300,430,58.9,0,bajo_riesgo
704,54,Argentina,Residencia Temporal,0,2021-02-05,2026-02-04,59,1766,96.77,1,medio_riesgo
233,29,Perú,Residencia Temporal,0,2022-12-31,2025-12-30,23,1072,97.9,1,alto_riesgo
618,25,Cuba,Estudiante,0,2024-01-13,2026-01-12,36,694,95.07,1,medio_riesgo
196,28,Ecuador,Negocios,0,2021-01-01,2025-12-31,24,1801,98.68,1,alto_riesgo
1259,65,Brasil,Trabajo,2,2025-04-30,2026-04-30,144,221,60.55,0,bajo_riesgo
81,36,Chile,Estudiante,0,2022-12-10,2025-12-09,2,1093,99.82,1,alto_riesgo
1404,56,Bolivia,Trabajo,0,2023-12-05,2026-12-04,362,733,66.94,0,bajo_riesgo
597,31,Colombia,Residencia Temporal,0,2025-01-15,2026-01-15,39,326,89.32,1,medio_riesgo
1156,59,Bolivia,Trabajo,1,2025-07-29,2026-07-29,234,131,35.89,0,bajo_riesgo
111,18,Colombia,Estudiante,0,2021-01-06,2026-01-05,29,1796,98.41,1,alto_riesgo
1276,31,México,Residencia Temporal,0,2021-08-03,2026-08-02,238,1587,86.96,0,bajo_riesgo
780,70,Perú,Turista,0,2024-02-26,2026-02-25,80,650,89.04,1,medio_riesgo
983,35,Venezuela,Estudiante,1,2021-01-23,2026-01-22,46,1779,97.48,1,medio_riesgo
799,26,Colombia,Residencia Temporal,1,2021-02-20,2026-02-19,74,1751,95.95,1,medio_riesgo
1265,49,Brasil,Negocios,0,2023-04-01,2026-03-31,114,981,89.59,0,bajo_riesgo
1150,34,México,Trabajo,2,2021-08-11,2026-08-10,246,1579,86.52,0,bajo_riesgo
824,58,México,Trabajo,1,2025-08-18,2026-02-14,69,111,61.67,1,medio_riesgo
382,32,Colombia,Trabajo,3,2020-12-10,2025-12-09,2,1823,99.89,1,alto_riesgo
538,75,Ecuador,Trabajo,4,2025-07-31,2026-01-27,51,129,71.67,1,medio_riesgo
1493,27,Colombia,Estudiante,3,2024-08-26,2026-08-26,262,468,64.11,0,bajo_riesgo
1112,69,Colombia,Estudiante,0,2024-03-28,2026-03-28,111,619,84.79,0,bajo_riesgo
324,75,México,Estudiante,0,2025-06-28,2025-12-25,18,162,90.0,1,alto_riesgo
361,65,Colombia,Trabajo,2,2024-01-06,2026-01-05,29,701,96.03,1,alto_riesgo
1487,53,Ecuador,Turista,0,2025-07-16,2026-07-16,221,144,39.45,0,bajo_riesgo
1029,18,Chile,Estudiante,0,2025-12-30,2026-06-28,203,-23,-12.78,0,bajo_riesgo
707,55,Argentina,Residencia Temporal,0,2025-02-02,2026-02-02,57,308,84.38,1,medio_riesgo
332,67,Colombia,Turista,1,2022-12-10,2025-12-09,2,1093,99.82,1,alto_riesgo
429,18,Argentina,Turista,0,2025-06-24,2025-12-21,14,166,92.22,1,alto_riesgo
1242,72,Bolivia,Residencia Permanente,0,2026-03-01,2026-05-30,174,-84,-93.33,0,bajo_riesgo
425,49,Colombia,Trabajo,1,2025-09-18,2025-12-17,10,80,88.89,1,alto_riesgo
628,54,Venezuela,Estudiante,0,2025-11-29,2026-02-27,82,8,8.89,1,medio_riesgo
1111,66,Colombia,Turista,0,2025-12-02,2026-05-31,175,5,2.78,0,bajo_riesgo
677,34,Bolivia,Residencia Temporal,1,2021-01-07,2026-01-06,30,1795,98.36,1,medio_riesgo
693,48,México,Turista,1,2021-02-27,2026-02-26,81,1744,95.56,1,medio_riesgo
757,41,Venezuela,Turista,0,2023-01-09,2026-01-08,32,1063,97.08,1,medio_riesgo
254,22,Honduras,Trabajo,2,2020-12-17,2025-12-16,9,1816,99.51,1,alto_riesgo
1094,43,México,Trabajo,1,2026-05-17,2026-11-13,341,-161,-89.44,0,bajo_riesgo
916,22,Argentina,Trabajo,2,2025-12-03,2026-03-03,86,4,4.44,1,medio_riesgo
1185,57,Chile,Negocios,0,2024-10-12,2026-10-12,309,421,57.67,0,bajo_riesgo
668,44,Venezuela,Trabajo,3,2025-10-19,2026-01-17,41,49,54.44,1,medio_riesgo
841,45,Chile,Negocios,1,2024-01-11,2026-01-10,34,696,95.34,1,medio_riesgo
806,29,Argentina,Estudiante,2,2024-02-18,2026-02-17,72,658,90.14,1,medio_riesgo
1456,40,Brasil,Residencia Permanente,0,2026-01-23,2026-07-22,227,-47,-26.11,0,bajo_riesgo
86,22,Argentina,Turista,0,2023-12-16,2025-12-15,8,722,98.9,1,alto_riesgo
1421,53,República Dominicana,Residencia Permanente,0,2025-07-14,2026-07-14,219,146,40.0,0,bajo_riesgo
265,71,México,Residencia Permanente,1,2025-09-27,2025-12-26,19,71,78.89,1,alto_riesgo
287,63,Cuba,Residencia Temporal,0,2024-01-04,2026-01-03,27,703,96.3,1,alto_riesgo
1483,34,Brasil,Trabajo,1,2024-03-31,2026-03-31,114,616,84.38,0,bajo_riesgo
892,35,Chile,Residencia Temporal,0,2025-07-28,2026-01-24,48,132,73.33,1,medio_riesgo
1495,23,Venezuela,Negocios,0,2025-07-01,2026-07-01,206,159,43.56,0,bajo_riesgo
978,62,Chile,Estudiante,0,2025-02-06,2026-02-06,61,304,83.29,1,medio_riesgo
534,66,Perú,Turista,0,2025-01-24,2026-01-24,48,317,86.85,1,medio_riesgo
1000,53,Venezuela,Turista,0,2026-03-15,2026-09-11,278,-98,-54.44,0,bajo_riesgo
221,48,Ecuador,Estudiante,2,2023-12-24,2025-12-23,16,714,97.81,1,alto_riesgo
113,55,Nicaragua,Estudiante,1,2025-06-24,2025-12-21,14,166,92.22,1,alto_riesgo
672,56,Brasil,Estudiante,0,2025-01-27,2026-01-27,51,314,86.03,1,medio_riesgo
583,72,Cuba,Estudiante,0,2021-01-19,2026-01-18,42,1783,97.7,1,medio_riesgo
174,31,Ecuador,Trabajo,3,2022-12-21,2025-12-20,13,1082,98.81,1,alto_riesgo
535,73,Perú,Turista,1,2021-03-03,2026-03-02,85,1740,95.34,1,medio_riesgo
1078,18,Colombia,Estudiante,0,2021-07-13,2026-07-12,217,1608,88.11,0,bajo_riesgo
1176,74,Chile,Residencia Temporal,0,2021-05-08,2026-05-07,151,1674,91.73,0,bajo_riesgo
1106,32,Colombia,Residencia Permanente,0,2023-09-22,2026-09-21,288,807,73.7,0,bajo_riesgo
982,67,Argentina,Trabajo,3,2024-01-28,2026-01-27,51,679,93.01,1,medio_riesgo
285,47,Argentina,Negocios,2,2025-07-01,2025-12-28,21,159,88.33,1,alto_riesgo
867,65,Colombia,Residencia Temporal,0,2024-01-19,2026-01-18,42,688,94.25,1,medio_riesgo
374,18,República Dominicana,Trabajo,0,2025-06-15,2025-12-12,5,175,97.22,1,alto_riesgo
1196,69,Ecuador,Turista,0,2026-01-02,2026-07-01,206,-26,-14.44,0,bajo_riesgo
31,32,México,Estudiante,4,2022-12-13,2025-12-12,5,1090,99.54,1,alto_riesgo
551,68,República Dominicana,Residencia Temporal,0,2025-10-16,2026-01-14,38,52,57.78,1,medio_riesgo
210,69,México,Negocios,2,2024-01-02,2026-01-01,25,705,96.58,1,alto_riesgo
1046,68,Venezuela,Estudiante,1,2025-11-19,2026-11-19,347,18,4.93,0,bajo_riesgo
923,70,Colombia,Turista,0,2025-01-23,2026-01-23,47,318,87.12,1,medio_riesgo
809,42,Argentina,Trabajo,2,2025-08-19,2026-02-15,70,110,61.11,1,medio_riesgo
617,70,Chile,Estudiante,4,2023-02-19,2026-02-18,73,1022,93.33,1,medio_riesgo
932,23,Haití,Residencia Temporal,0,2025-10-24,2026-01-22,46,44,48.89,1,medio_riesgo
619,41,Nicaragua,Turista,1,2023-01-28,2026-01-27,51,1044,95.34,1,medio_riesgo
188,35,Cuba,Turista,1,2024-01-04,2026-01-03,27,703,96.3,1,alto_riesgo
710,67,Perú,Estudiante,0,2021-02-17,2026-02-16,71,1754,96.11,1,medio_riesgo
936,23,Bolivia,Negocios,1,2025-07-10,2026-01-06,30,150,83.33,1,medio_riesgo
1168,37,Bolivia,Estudiante,3,2025-06-07,2026-06-07,182,183,50.14,0,bajo_riesgo
1219,47,Argentina,Turista,0,2026-03-06,2026-06-04,179,-89,-98.89,0,bajo_riesgo
1097,24,Colombia,Estudiante,0,2021-06-03,2026-06-02,177,1648,90.3,0,bajo_riesgo
901,46,Perú,Turista,1,2025-07-17,2026-01-13,37,143,79.44,1,medio_riesgo
83,21,Perú,Turista,0,2022-12-24,2025-12-23,16,1079,98.54,1,alto_riesgo
701,31,Colombia,Trabajo,2,2025-11-08,2026-02-06,61,29,32.22,1,medio_riesgo
48,33,Argentina,Estudiante,0,2023-01-06,2026-01-05,29,1066,97.35,1,alto_riesgo
1283,74,Venezuela,Turista,1,2023-03-14,2026-03-13,96,999,91.23,0,bajo_riesgo
155,74,Ecuador,Turista,0,2020-12-15,2025-12-14,7,1818,99.62,1,alto_riesgo
1151,63,Argentina,Turista,0,2024-10-09,2026-10-09,306,424,58.08,0,bajo_riesgo
1141,19,Bolivia,Turista,0,2023-11-13,2026-11-12,340,755,68.95,0,bajo_riesgo
974,21,Perú,Estudiante,0,2024-03-06,2026-03-06,89,641,87.81,1,medio_riesgo
1057,54,Chile,Turista,0,2024-06-11,2026-06-11,186,544,74.52,0,bajo_riesgo
807,23,Perú,Trabajo,2,2025-07-28,2026-01-24,48,132,73.33,1,medio_riesgo
1229,24,Bolivia,Estudiante,1,2023-11-10,2026-11-09,337,758,69.22,0,bajo_riesgo
1480,69,Venezuela,Estudiante,0,2024-10-08,2026-10-08,305,425,58.22,0,bajo_riesgo
1436,32,República Dominicana,Estudiante,2,2025-03-25,2026-03-25,108,257,70.41,0,bajo_riesgo
179,75,Honduras,Trabajo,0,2024-12-15,2025-12-15,8,357,97.81,1,alto_riesgo
1355,68,México,Estudiante,0,2025-10-16,2026-10-16,313,52,14.25,0,bajo_riesgo
1246,47,México,Estudiante,1,2026-07-24,2026-10-22,319,-229,-254.44,0,bajo_riesgo
1040,57,Colombia,Turista,0,2021-07-11,2026-07-10,215,1610,88.22,0,bajo_riesgo
949,23,Perú,Negocios,1,2025-10-16,2026-01-14,38,52,57.78,1,medio_riesgo
816,56,Brasil,Negocios,1,2024-03-02,2026-03-02,85,645,88.36,1,medio_riesgo
363,44,Colombia,Negocios,2,2025-09-17,2025-12-16,9,81,90.0,1,alto_riesgo
1177,42,Brasil,Turista,0,2026-07-06,2026-10-04,301,-211,-234.44,0,bajo_riesgo
1198,19,Venezuela,Turista,0,2026-03-03,2026-06-01,176,-86,-95.56,0,bajo_riesgo
346,47,Bolivia,Turista,2,2025-06-15,2025-12-12,5,175,97.22,1,alto_riesgo
1010,63,Nicaragua,Trabajo,0,2025-09-30,2026-03-29,112,68,37.78,0,bajo_riesgo
614,43,Haití,Estudiante,0,2025-08-14,2026-02-10,65,115,63.89,1,medio_riesgo
965,68,Argentina,Trabajo,1,2021-01-25,2026-01-24,48,1777,97.37,1,medio_riesgo
1273,62,Colombia,Estudiante,3,2025-11-24,2026-11-24,352,13,3.56,0,bajo_riesgo
589,70,México,Estudiante,3,2025-10-13,2026-01-11,35,55,61.11,1,medio_riesgo
1288,20,Nicaragua,Trabajo,1,2026-07-26,2026-10-24,321,-231,-256.67,0,bajo_riesgo
631,73,Perú,Estudiante,2,2023-01-08,2026-01-07,31,1064,97.17,1,medio_riesgo
243,53,Colombia,Turista,1,2022-12-28,2025-12-27,20,1075,98.17,1,alto_riesgo
1374,31,México,Trabajo,1,2024-09-07,2026-09-07,274,456,62.47,0,bajo_riesgo
1451,68,Colombia,Estudiante,4,2025-07-02,2026-07-02,207,158,43.29,0,bajo_riesgo
764,59,México,Estudiante,2,2025-08-08,2026-02-04,59,121,67.22,1,medio_riesgo
987,75,Perú,Residencia Temporal,0,2025-11-23,2026-02-21,76,14,15.56,1,medio_riesgo
411,71,Perú,Estudiante,2,2025-06-11,2025-12-08,1,179,99.44,1,alto_riesgo
1420,68,Ecuador,Negocios,0,2025-06-06,2026-06-06,181,184,50.41,0,bajo_riesgo
1225,25,Perú,Residencia Permanente,0,2025-10-26,2026-10-26,323,42,11.51,0,bajo_riesgo
308,57,Colombia,Turista,0,2025-09-29,2025-12-28,21,69,76.67,1,alto_riesgo
881,56,Colombia,Estudiante,0,2024-01-31,2026-01-30,54,676,92.6,1,medio_riesgo
398,23,Honduras,Trabajo,3,2023-12-11,2025-12-10,3,727,99.59,1,alto_riesgo
370,21,Bolivia,Estudiante,2,2025-06-18,2025-12-15,8,172,95.56,1,alto_riesgo
54,62,Venezuela,Turista,0,2023-12-18,2025-12-17,10,720,98.63,1,alto_riesgo
1338,43,Perú,Turista,1,2021-08-06,2026-08-05,241,1584,86.79,0,bajo_riesgo
1182,58,Argentina,Turista,0,2025-10-24,2026-10-24,321,44,12.05,0,bajo_riesgo
312,20,Chile,Estudiante,2,2020-12-16,2025-12-15,8,1817,99.56,1,alto_riesgo
921,60,Ecuador,Trabajo,2,2025-12-01,2026-03-01,84,6,6.67,1,medio_riesgo
109,58,Chile,Negocios,2,2020-12-14,2025-12-13,6,1819,99.67,1,alto_riesgo
718,61,Perú,Trabajo,2,2023-02-03,2026-02-02,57,1038,94.79,1,medio_riesgo
691,26,Nicaragua,Turista,0,2021-02-05,2026-02-04,59,1766,96.77,1,medio_riesgo
100,51,Chile,Turista,0,2023-01-04,2026-01-03,27,1068,97.53,1,alto_riesgo
1125,43,Colombia,Residencia Temporal,1,2021-08-24,2026-08-23,259,1566,85.81,0,bajo_riesgo
669,71,Colombia,Turista,0,2025-08-10,2026-02-06,61,119,66.11,1,medio_riesgo
1375,48,Ecuador,Trabajo,3,2025-12-30,2026-03-30,113,-23,-25.56,0,bajo_riesgo
266,66,Haití,Trabajo,2,2022-12-17,2025-12-16,9,1086,99.18,1,alto_riesgo
678,39,República Dominicana,Estudiante,2,2021-02-12,2026-02-11,66,1759,96.38,1,medio_riesgo
296,40,Venezuela,Estudiante,1,2023-01-02,2026-01-01,25,1070,97.72,1,alto_riesgo
529,29,Bolivia,Trabajo,3,2021-01-11,2026-01-10,34,1791,98.14,1,medio_riesgo
944,59,Brasil,Residencia Permanente,2,2025-10-17,2026-01-15,39,51,56.67,1,medio_riesgo
1013,24,Brasil,Residencia Permanente,0,2026-06-26,2026-09-24,291,-201,-223.33,0,bajo_riesgo
950,55,Argentina,Turista,1,2024-01-29,2026-01-28,52,678,92.88,1,medio_riesgo
377,40,Colombia,Negocios,1,2022-12-16,2025-12-15,8,1087,99.27,1,alto_riesgo
286,49,Ecuador,Trabajo,3,2022-12-18,2025-12-17,10,1085,99.09,1,alto_riesgo
1438,35,Bolivia,Turista,1,2021-09-04,2026-09-03,270,1555,85.21,0,bajo_riesgo
730,70,Ecuador,Trabajo,1,2025-07-29,2026-01-25,49,131,72.78,1,medio_riesgo
126,32,Cuba,Estudiante,0,2023-12-15,2025-12-14,7,723,99.04,1,alto_riesgo
327,34,Ecuador,Turista,0,2025-06-20,2025-12-17,10,170,94.44,1,alto_riesgo
292,39,Chile,Turista,2,2024-12-24,2025-12-24,17,348,95.34,1,alto_riesgo
548,22,Venezuela,Turista,0,2025-01-31,2026-01-31,55,310,84.93,1,medio_riesgo
727,66,Colombia,Residencia Temporal,1,2025-07-13,2026-01-09,33,147,81.67,1,medio_riesgo
908,36,Perú,Negocios,0,2023-03-02,2026-03-01,84,1011,92.33,1,medio_riesgo
355,70,México,Trabajo,1,2024-12-30,2025-12-30,23,342,93.7,1,alto_riesgo
170,38,Bolivia,Estudiante,3,2025-06-13,2025-12-10,3,177,98.33,1,alto_riesgo
966,63,Argentina,Trabajo,1,2024-02-02,2026-02-01,56,674,92.33,1,medio_riesgo
1133,49,Chile,Trabajo,2,2026-06-16,2026-09-14,281,-191,-212.22,0,bajo_riesgo
651,35,Colombia,Estudiante,0,2021-02-12,2026-02-11,66,1759,96.38,1,medio_riesgo
209,51,Brasil,Negocios,2,2022-12-17,2025-12-16,9,1086,99.18,1,alto_riesgo
1397,27,Ecuador,Trabajo,2,2023-06-09,2026-06-08,183,912,83.29,0,bajo_riesgo
140,50,República Dominicana,Estudiante,1,2024-12-21,2025-12-21,14,351,96.16,1,alto_riesgo
1083,71,Chile,Turista,0,2026-01-01,2026-06-30,205,-25,-13.89,0,bajo_riesgo
990,48,Venezuela,Negocios,0,2025-09-06,2026-03-05,88,92,51.11,1,medio_riesgo
650,38,Colombia,Residencia Temporal,0,2021-02-11,2026-02-10,65,1760,96.44,1,medio_riesgo
1188,75,Perú,Negocios,0,2026-06-06,2026-12-03,361,-181,-100.56,0,bajo_riesgo
1498,65,Venezuela,Estudiante,1,2024-10-23,2026-10-23,320,410,56.16,0,bajo_riesgo
485,42,Brasil,Residencia Temporal,0,2020-12-14,2025-12-13,6,1819,99.67,1,alto_riesgo
527,70,Haití,Estudiante,2,2021-03-01,2026-02-28,83,1742,95.45,1,medio_riesgo
199,61,México,Negocios,2,2023-12-21,2025-12-20,13,717,98.22,1,alto_riesgo
889,49,Venezuela,Negocios,0,2024-02-29,2026-02-28,83,647,88.63,1,medio_riesgo
844,44,Chile,Negocios,0,2025-02-25,2026-02-25,80,285,78.08,1,medio_riesgo
1068,49,Colombia,Trabajo,2,2021-06-05,2026-06-04,179,1646,90.19,0,bajo_riesgo
1205,27,Brasil,Turista,0,2025-03-11,2026-03-11,94,271,74.25,0,bajo_riesgo
1054,71,Perú,Residencia Permanente,2,2025-12-05,2026-06-03,178,2,1.11,0,bajo_riesgo
10,23,Chile,Turista,0,2024-12-19,2025-12-19,12,353,96.71,1,alto_riesgo
147,46,Colombia,Estudiante,2,2023-12-25,2025-12-24,17,713,97.67,1,alto_riesgo
721,66,Brasil,Estudiante,0,2021-02-27,2026-02-26,81,1744,95.56,1,medio_riesgo
282,58,Perú,Trabajo,2,2020-12-16,2025-12-15,8,1817,99.56,1,alto_riesgo
298,62,Brasil,Turista,0,2025-06-23,2025-12-20,13,167,92.78,1,alto_riesgo
613,41,Ecuador,Turista,1,2025-10-31,2026-01-29,53,37,41.11,1,medio_riesgo
291,35,Bolivia,Estudiante,2,2024-01-05,2026-01-04,28,702,96.16,1,alto_riesgo
649,63,Chile,Trabajo,0,2024-02-21,2026-02-20,75,655,89.73,1,medio_riesgo
598,73,Nicaragua,Residencia Permanente,1,2025-02-21,2026-02-21,76,289,79.18,1,medio_riesgo
1043,30,Colombia,Trabajo,2,2026-06-04,2026-12-01,359,-179,-99.44,0,bajo_riesgo
552,33,Haití,Turista,1,2025-01-29,2026-01-29,53,312,85.48,1,medio_riesgo
1298,30,Perú,Estudiante,0,2021-06-06,2026-06-05,180,1645,90.14,0,bajo_riesgo
129,71,Argentina,Turista,0,2025-09-09,2025-12-08,1,89,98.89,1,alto_riesgo
1061,30,Nicaragua,Estudiante,3,2021-08-29,2026-08-28,264,1561,85.53,0,bajo_riesgo
331,43,Chile,Turista,0,2020-12-27,2025-12-26,19,1806,98.96,1,alto_riesgo
323,47,Chile,Trabajo,0,2023-12-09,2025-12-08,1,729,99.86,1,alto_riesgo
680,75,República Dominicana,Turista,0,2023-02-03,2026-02-02,57,1038,94.79,1,medio_riesgo
478,60,Argentina,Turista,0,2025-09-20,2025-12-19,12,78,86.67,1,alto_riesgo
561,62,Cuba,Negocios,2,2025-08-10,2026-02-06,61,119,66.11,1,medio_riesgo
135,63,México,Negocios,0,2022-12-25,2025-12-24,17,1078,98.45,1,alto_riesgo
506,20,Honduras,Turista,0,2024-02-29,2026-02-28,83,647,88.63,1,medio_riesgo
513,58,Cuba,Negocios,1,2025-11-06,2026-02-04,59,31,34.44,1,medio_riesgo
1371,64,Venezuela,Turista,0,2026-06-08,2026-09-06,273,-183,-203.33,0,bajo_riesgo
435,58,Ecuador,Turista,0,2023-12-12,2025-12-11,4,726,99.45,1,alto_riesgo
873,60,Colombia,Turista,1,2021-02-09,2026-02-08,63,1762,96.55,1,medio_riesgo
1462,18,Ecuador,Residencia Temporal,1,2024-03-28,2026-03-28,111,619,84.79,0,bajo_riesgo
752,33,Ecuador,Estudiante,1,2025-02-24,2026-02-24,79,286,78.36,1,medio_riesgo
665,38,Argentina,Trabajo,0,2025-10-11,2026-01-09,33,57,63.33,1,medio_riesgo
158,67,Ecuador,Turista,0,2020-12-14,2025-12-13,6,1819,99.67,1,alto_riesgo
1253,39,Cuba,Estudiante,1,2021-11-05,2026-11-04,332,1493,81.81,0,bajo_riesgo
1292,60,Argentina,Trabajo,0,2024-09-18,2026-09-18,285,445,60.96,0,bajo_riesgo
575,70,Brasil,Negocios,0,2025-01-14,2026-01-14,38,327,89.59,1,medio_riesgo
352,41,Colombia,Residencia Permanente,0,2023-12-16,2025-12-15,8,722,98.9,1,alto_riesgo
937,48,Brasil,Estudiante,0,2025-08-16,2026-02-12,67,113,62.78,1,medio_riesgo
1295,57,México,Negocios,1,2026-04-22,2026-10-19,316,-136,-75.56,0,bajo_riesgo
1392,28,Cuba,Turista,0,2023-06-08,2026-06-07,182,913,83.38,0,bajo_riesgo
1300,50,Chile,Turista,0,2024-03-27,2026-03-27,110,620,84.93,0,bajo_riesgo
591,31,Chile,Residencia Temporal,1,2023-02-02,2026-02-01,56,1039,94.89,1,medio_riesgo
664,48,Chile,Estudiante,2,2025-02-23,2026-02-23,78,287,78.63,1,medio_riesgo
195,31,Haití,Estudiante,1,2024-12-16,2025-12-16,9,356,97.53,1,alto_riesgo
1240,75,Perú,Residencia Temporal,2,2026-01-03,2026-04-03,117,-27,-30.0,0,bajo_riesgo
1048,56,Argentina,Trabajo,0,2026-04-29,2026-07-28,233,-143,-158.89,0,bajo_riesgo
438,45,Brasil,Trabajo,3,2023-12-16,2025-12-15,8,722,98.9,1,alto_riesgo
1435,68,República Dominicana,Residencia Temporal,0,2021-11-27,2026-11-26,354,1471,80.6,0,bajo_riesgo
643,51,Colombia,Estudiante,1,2024-01-18,2026-01-17,41,689,94.38,1,medio_riesgo
96,26,República Dominicana,Trabajo,3,2025-10-07,2026-01-05,29,61,67.78,1,alto_riesgo
584,53,Colombia,Turista,0,2025-02-15,2026-02-15,70,295,80.82,1,medio_riesgo
1214,48,Perú,Residencia Temporal,0,2025-12-08,2026-03-08,91,-1,-1.11,0,bajo_riesgo
156,62,Colombia,Residencia Permanente,0,2025-06-23,2025-12-20,13,167,92.78,1,alto_riesgo
419,23,Argentina,Trabajo,3,2025-06-15,2025-12-12,5,175,97.22,1,alto_riesgo
410,59,México,Turista,0,2020-12-28,2025-12-27,20,1805,98.9,1,alto_riesgo
1222,72,Ecuador,Estudiante,0,2025-06-02,2026-06-02,177,188,51.51,0,bajo_riesgo
477,61,Ecuador,Estudiante,3,2020-12-11,2025-12-10,3,1822,99.84,1,alto_riesgo
514,25,Perú,Negocios,1,2023-02-07,2026-02-06,61,1034,94.43,1,medio_riesgo
1285,60,Ecuador,Residencia Temporal,0,2026-01-22,2026-07-21,226,-46,-25.56,0,bajo_riesgo
1453,18,Nicaragua,Turista,1,2026-01-20,2026-07-19,224,-44,-24.44,0,bajo_riesgo
1118,57,República Dominicana,Turista,0,2026-07-09,2026-10-07,304,-214,-237.78,0,bajo_riesgo
447,22,Brasil,Turista,0,2021-01-02,2026-01-01,25,1800,98.63,1,alto_riesgo
178,52,Colombia,Trabajo,2,2022-12-26,2025-12-25,18,1077,98.36,1,alto_riesgo
390,56,Brasil,Estudiante,1,2022-12-23,2025-12-22,15,1080,98.63,1,alto_riesgo
1289,57,Perú,Trabajo,3,2021-06-30,2026-06-29,204,1621,88.82,0,bajo_riesgo
1307,68,Perú,Turista,1,2026-06-04,2026-12-01,359,-179,-99.44,0,bajo_riesgo
1366,75,Colombia,Residencia Permanente,1,2026-02-03,2026-08-02,238,-58,-32.22,0,bajo_riesgo
1047,42,Perú,Negocios,0,2025-03-20,2026-03-20,103,262,71.78,0,bajo_riesgo
1142,46,Colombia,Turista,0,2023-11-05,2026-11-04,332,763,69.68,0,bajo_riesgo
634,48,Chile,Turista,0,2021-02-16,2026-02-15,70,1755,96.16,1,medio_riesgo
865,69,Perú,Trabajo,1,2025-07-21,2026-01-17,41,139,77.22,1,medio_riesgo
787,28,Venezuela,Turista,0,2024-03-01,2026-03-01,84,646,88.49,1,medio_riesgo
744,71,Ecuador,Estudiante,0,2024-01-24,2026-01-23,47,683,93.56,1,medio_riesgo
859,46,Haití,Turista,1,2025-02-03,2026-02-03,58,307,84.11,1,medio_riesgo
294,71,Colombia,Turista,0,2023-12-30,2025-12-29,22,708,96.99,1,alto_riesgo
544,56,Haití,Turista,1,2021-01-17,2026-01-16,40,1785,97.81,1,medio_riesgo
1362,19,Ecuador,Estudiante,3,2023-10-01,2026-09-30,297,798,72.88,0,bajo_riesgo
88,55,Brasil,Estudiante,1,2025-09-28,2025-12-27,20,70,77.78,1,alto_riesgo
1031,58,México,Estudiante,3,2023-04-20,2026-04-19,133,962,87.85,0,bajo_riesgo
1379,42,Brasil,Turista,0,2023-04-16,2026-04-15,129,966,88.22,0,bajo_riesgo
576,59,Brasil,Trabajo,0,2021-02-05,2026-02-04,59,1766,96.77,1,medio_riesgo
906,40,Venezuela,Turista,0,2023-02-14,2026-02-13,68,1027,93.79,1,medio_riesgo
1387,69,Argentina,Estudiante,1,2024-05-04,2026-05-04,148,582,79.73,0,bajo_riesgo
1091,39,Colombia,Estudiante,0,2024-06-12,2026-06-12,187,543,74.38,0,bajo_riesgo
943,26,Colombia,Turista,0,2025-08-31,2026-02-27,82,98,54.44,1,medio_riesgo
290,65,Bolivia,Residencia Permanente,1,2025-10-06,2026-01-04,28,62,68.89,1,alto_riesgo
1418,54,Haití,Turista,0,2021-07-27,2026-07-26,231,1594,87.34,0,bajo_riesgo
1018,26,Colombia,Turista,1,2025-11-02,2026-05-01,145,35,19.44,0,bajo_riesgo
348,72,Perú,Trabajo,3,2025-09-20,2025-12-19,12,78,86.67,1,alto_riesgo
567,63,Brasil,Turista,1,2021-02-20,2026-02-19,74,1751,95.95,1,medio_riesgo
1412,36,Perú,Negocios,0,2025-10-02,2026-10-02,299,66,18.08,0,bajo_riesgo
1058,52,Ecuador,Trabajo,1,2026-08-15,2026-11-13,341,-251,-278.89,0,bajo_riesgo
599,43,Brasil,Turista,0,2023-01-30,2026-01-29,53,1042,95.16,1,medio_riesgo
458,55,Perú,Residencia Temporal,0,2021-01-03,2026-01-02,26,1799,98.58,1,alto_riesgo
375,52,Colombia,Residencia Temporal,0,2025-09-14,2025-12-13,6,84,93.33,1,alto_riesgo
333,65,Venezuela,Turista,0,2025-01-05,2026-01-05,29,336,92.05,1,alto_riesgo
756,66,Nicaragua,Turista,1,2025-09-06,2026-03-05,88,92,51.11,1,medio_riesgo
1323,22,Nicaragua,Estudiante,0,2021-06-25,2026-06-24,199,1626,89.1,0,bajo_riesgo
711,59,Colombia,Turista,2,2024-01-30,2026-01-29,53,677,92.74,1,medio_riesgo
1389,28,Ecuador,Turista,0,2026-07-05,2026-10-03,300,-210,-233.33,0,bajo_riesgo
566,52,Colombia,Turista,0,2025-07-29,2026-01-25,49,131,72.78,1,medio_riesgo
328,42,Perú,Estudiante,3,2025-06-14,2025-12-11,4,176,97.78,1,alto_riesgo
